epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1
21,0.3333221858945386,0.4419858530163765,0.8542116630669546,0.8208333333333333,0.8540540540540541,0.819327731092437
22,0.3278338333656048,0.4267834387719631,0.8633909287257019,0.8208333333333333,0.8631692806922661,0.8200836820083682
23,0.3253344785550545,0.44107620790600777,0.8606911447084233,0.8208333333333333,0.8606911447084233,0.8200836820083682
24,0.32065219303657266,0.4443843737244606,0.8601511879049676,0.825,0.8585472419442928,0.8235294117647058
25,0.32689267345543566,0.4224565103650093,0.8639308855291576,0.8208333333333333,0.8595317725752508,0.8177966101694916
26,0.3180561836423545,0.44702234119176865,0.8585313174946004,0.8291666666666667,0.8544444444444445,0.8240343347639485
27,0.31565738803353804,0.444378525018692,0.8596112311015118,0.83125,0.860064585575888,0.8308977035490606
28,0.3230654371195826,0.471505731344223,0.8563714902807775,0.8208333333333333,0.8549618320610687,0.8200836820083682
29,0.33339566095121975,0.4584803692996502,0.8461123110151187,0.8333333333333334,0.8500789058390321,0.8367346938775511
30,0.31853752095123816,0.4460614360868931,0.8617710583153347,0.8270833333333333,0.8584070796460177,0.8237791932059448
31,0.32185679160315417,0.499286238104105,0.8585313174946004,0.81875,0.8550884955752213,0.8168421052631579
32,0.30918510874797556,0.46446551755070686,0.8687904967602592,0.825,0.8665568369028006,0.8227848101265823
33,0.3114657962116702,0.46851449459791183,0.8628509719222462,0.8229166666666666,0.8629989212513485,0.8232848232848233
34,0.32833125313808176,0.51432104408741,0.8596112311015118,0.8208333333333333,0.8540965207631874,0.8177966101694916
35,0.31313948179113454,0.4446267895400524,0.8660907127429806,0.8270833333333333,0.865945945945946,0.8274428274428275
36,0.30003116973515215,0.4771910086274147,0.8693304535637149,0.8208333333333333,0.867178924259056,0.819327731092437
37,0.3117896030689108,0.5048099271953106,0.8650107991360692,0.8208333333333333,0.8598654708520179,0.8177966101694916
38,0.33944390560018606,0.4652809798717499,0.8579913606911447,0.83125,0.8563626433642818,0.828752642706131
39,0.31113986516820974,0.4623769745230675,0.8666306695464363,0.8208333333333333,0.8649535265172226,0.8208333333333333
40,0.2997834723571251,0.46208588406443596,0.8693304535637149,0.8208333333333333,0.8679039301310044,0.8200836820083682
41,0.2935957723650439,0.47902412340044975,0.8725701943844493,0.8229166666666666,0.8703296703296703,0.8218029350104822
42,0.29482703938566407,0.47405069321393967,0.8741900647948164,0.825,0.8727471327143638,0.825
43,0.2869650002183585,0.4976201802492142,0.8741900647948164,0.825,0.8733007069059271,0.825
44,0.29726141177374743,0.45633822679519653,0.8709503239740821,0.8333333333333334,0.8691844553913519,0.8305084745762712
45,0.29186675003890333,0.5097071304917336,0.8714902807775378,0.8208333333333333,0.8699453551912568,0.8223140495867769
46,0.2978731337292441,0.5092232674360275,0.8731101511879049,0.8270833333333333,0.869226488592098,0.8237791932059448
47,0.2967025915096546,0.5146578475832939,0.8666306695464363,0.8458333333333333,0.8640616400660429,0.8432203389830508
48,0.2988849184636412,0.5237598456442356,0.8693304535637149,0.8083333333333333,0.8649553571428571,0.8075313807531381
49,0.29421639647977105,0.47644031792879105,0.8731101511879049,0.8291666666666667,0.8724905046120456,0.8298755186721992
50,0.2862986023056096,0.5020786859095097,0.8747300215982722,0.825,0.8739130434782608,0.825
51,0.2833490489885725,0.5102186687290668,0.8758099352051836,0.81875,0.8726467331118494,0.8152866242038217
52,0.28225244170632857,0.5020853765308857,0.8741900647948164,0.8270833333333333,0.8739859383450513,0.8252631578947368
53,0.28769975027133676,0.5496029779314995,0.8709503239740821,0.8166666666666667,0.8732095490716181,0.8211382113821138
54,0.28995754544077246,0.5693877711892128,0.8660907127429806,0.8166666666666667,0.8614525139664805,0.8135593220338984
55,0.27765518837961656,0.5175697319209576,0.8725701943844493,0.8291666666666667,0.8706140350877193,0.826271186440678
56,0.2751549944795411,0.5462894029915333,0.8801295896328294,0.825,0.87882096069869,0.8257261410788381
57,0.27989559800460423,0.5176463946700096,0.8768898488120951,0.825,0.8771551724137931,0.8242677824267782
58,0.27836781791571913,0.508771650493145,0.8731101511879049,0.8479166666666667,0.8723519826181423,0.8456659619450317
59,0.2716651081011213,0.5606918819248676,0.8833693304535637,0.8166666666666667,0.8826086956521739,0.8166666666666667
60,0.269453650404667,0.5380089841783047,0.8806695464362851,0.8229166666666666,0.8786381109280615,0.8202959830866807
61,0.27997577241782484,0.5124061480164528,0.8709503239740821,0.8395833333333333,0.8712977921378567,0.8405797101449275
62,0.2733163057730116,0.585723053663969,0.8790496760259179,0.825,0.8758314855875832,0.8189655172413793
63,0.27296053130051184,0.5449751764535904,0.8768898488120951,0.8229166666666666,0.8738938053097345,0.8210526315789474
64,0.267234138887504,0.5866698585450649,0.8822894168466523,0.8208333333333333,0.8791574279379157,0.8170212765957446
65,0.2622157057811474,0.571123518049717,0.8806695464362851,0.8270833333333333,0.8778330569375346,0.8237791932059448
66,0.2659760811205568,0.5976908802986145,0.8785097192224622,0.8270833333333333,0.8745119910764082,0.8230277185501066
67,0.2632210850715637,0.56459866091609,0.8795896328293736,0.8291666666666667,0.8761799000555247,0.8232758620689655
68,0.29110651951411676,0.5967216938734055,0.8752699784017278,0.8145833333333333,0.8717379233759023,0.8102345415778252
69,0.2691914125763137,0.517823226749897,0.8817494600431965,0.825,0.8798683488754799,0.825
70,0.2573773604014824,0.573211207985878,0.8844492440604752,0.8354166666666667,0.8830601092896175,0.8343815513626834
71,0.2627862476069352,0.6374328173696995,0.8785097192224622,0.8208333333333333,0.8756218905472637,0.8185654008438819
72,0.259526035908995,0.593942791223526,0.8860691144708424,0.8145833333333333,0.8843835616438356,0.8134171907756813
73,0.26341987889388513,0.5933684818446636,0.8785097192224622,0.8333333333333334,0.8769819573537452,0.8312236286919831
74,0.2622150306043954,0.6366956457495689,0.8795896328293736,0.8208333333333333,0.8753493571827837,0.8170212765957446
75,0.25266898294975015,0.6318680830299854,0.8855291576673866,0.825,0.8830022075055187,0.8220338983050848
76,0.2560924214535746,0.6013409048318863,0.8812095032397408,0.8270833333333333,0.8814655172413793,0.8288659793814434
77,0.258678504105272,0.6178387366235256,0.8844492440604752,0.8125,0.884698275862069,0.8148148148148148
78,0.2513761021967592,0.6424780786037445,0.8844492440604752,0.8125,0.8833151581243184,0.8125
79,0.25347315186056596,0.6301599442958832,0.8822894168466523,0.8208333333333333,0.8830472103004292,0.8223140495867769
80,0.25502033069215974,0.6835049241781235,0.8860691144708424,0.8125,0.8841295991213619,0.8140495867768595
81,0.24439051053647337,0.715855747461319,0.8876889848812095,0.8229166666666666,0.8850828729281768,0.8210526315789474
82,0.2493831189028148,0.6440218351781368,0.8844492440604752,0.8333333333333334,0.883442265795207,0.8326359832635983
83,0.2581145229010746,0.5884212926030159,0.8871490280777538,0.825,0.886720867208672,0.8257261410788381
84,0.24433630910413018,0.6772932410240173,0.8898488120950324,0.8145833333333333,0.8887677208287895,0.81419624217119
85,0.24535795737957133,0.6708960123360157,0.8817494600431965,0.8354166666666667,0.8779944289693593,0.832271762208068
86,0.24553232049119883,0.6386575251817703,0.8887688984881209,0.83125,0.8870614035087719,0.8280254777070064
87,0.24646218789034877,0.6703059449791908,0.8817494600431965,0.8291666666666667,0.8811720021703744,0.8291666666666667
88,0.23887129436279164,0.670973114669323,0.8898488120950324,0.8145833333333333,0.8877887788778878,0.8110403397027601
89,0.23948985132677802,0.6772687509655952,0.8882289416846653,0.81875,0.8870703764320785,0.8191268191268192
90,0.24694635385069355,0.6432690098881721,0.8947084233261339,0.825,0.8924434638720353,0.8205128205128205
91,0.23841097950935364,0.621929619461298,0.8887688984881209,0.83125,0.8880434782608696,0.8329896907216495
92,0.23327552552880912,0.6847687363624573,0.8909287257019438,0.8229166666666666,0.8900979325353645,0.8218029350104822
93,0.27096293198651283,0.5901249758899212,0.8795896328293736,0.8291666666666667,0.8818229994700583,0.8333333333333334
94,0.2498046519427464,0.5427069179713726,0.8866090712742981,0.8354166666666667,0.8854961832061069,0.8343815513626834
95,0.24802505096484875,0.6096499040722847,0.8893088552915767,0.8291666666666667,0.8891292590589508,0.8305785123966942
96,0.2396829544470228,0.6351801455020905,0.8898488120950324,0.825,0.8885245901639345,0.825
97,0.23165871408478966,0.6488581076264381,0.8920086393088553,0.8270833333333333,0.8902305159165752,0.826722338204593
98,0.23365650916921682,0.6496908403933048,0.8893088552915767,0.8208333333333333,0.8880393227744402,0.8208333333333333
99,0.23973013049569622,0.6269657649099827,0.892548596112311,0.8291666666666667,0.8913162206444566,0.8270042194092827
100,0.24009209768525486,0.6825027167797089,0.8855291576673866,0.825,0.8841530054644808,0.825
101,0.23200683963709864,0.6751837432384491,0.8893088552915767,0.83125,0.8888888888888888,0.8301886792452831
102,0.24646825934278555,0.6911216601729393,0.8903887688984882,0.8145833333333333,0.8890103881902679,0.814968814968815
103,0.22701109149332704,0.679571807384491,0.8930885529157667,0.8291666666666667,0.8922742110990207,0.8277310924369747
104,0.2238358423627656,0.6683243289589882,0.8941684665226782,0.83125,0.8930131004366813,0.8308977035490606
105,0.23384385016457787,0.69161057472229,0.8957883369330454,0.83125,0.8949373979314099,0.8316008316008316
106,0.23065411787608575,0.6933157816529274,0.8909287257019438,0.8229166666666666,0.8893756845564075,0.8202959830866807
107,0.22647816199680854,0.7174543291330338,0.8947084233261339,0.8270833333333333,0.8931506849315068,0.8237791932059448
108,0.23846738811196952,0.733959011733532,0.8920086393088553,0.8208333333333333,0.8913043478260869,0.8177966101694916
109,0.2771918598947854,0.6127674169838428,0.8720302375809935,0.8166666666666667,0.8762402088772846,0.8247011952191236
110,0.24254836296213084,0.627501729875803,0.8893088552915767,0.8291666666666667,0.8861743475846752,0.825531914893617
111,0.22781733757462994,0.6409196481108665,0.8930885529157667,0.825,0.8912087912087913,0.8227848101265823
112,0.22658179751757918,0.6549298651516438,0.8930885529157667,0.8270833333333333,0.8922742110990207,0.8274428274428275
113,0.22355743060851918,0.6439807713031769,0.896328293736501,0.8270833333333333,0.8947368421052632,0.826722338204593
114,0.22477109730243683,0.6718858182430267,0.892548596112311,0.8229166666666666,0.8916712030484486,0.8247422680412371
115,0.23251754919002796,0.6695321574807167,0.8876889848812095,0.825,0.8853362734288864,0.8227848101265823
116,0.22022113974752097,0.6674472652375698,0.8974082073434125,0.83125,0.8966267682263329,0.8336755646817249
117,0.21990302770302214,0.6999263912439346,0.8968682505399568,0.8208333333333333,0.8970350404312668,0.823045267489712
118,0.22140731662511826,0.6933294087648392,0.896328293736501,0.8291666666666667,0.8954248366013072,0.8291666666666667
119,0.21799204318687834,0.7247650027275085,0.8957883369330454,0.8354166666666667,0.8952794357026587,0.8357588357588358
120,0.21479155945366826,0.7319280244410038,0.8974082073434125,0.8166666666666667,0.8962882096069869,0.8151260504201681
