id,verifiable,label,claim,llm_answer,llm_label,llm_model,top_page,top_evidence,nli_label,nli_confidence,decision,final_verdict,all_retrieved_evidence
59356,VERIFIABLE,SUPPORTS,"Overwatch is a video game in which players gain cosmetic awards and it assigns players into two teams of six, each player with a style of play known as Offense, Defense, Tank, and Support.","False. Overwatch is a video game that features gameplay elements such as combat, strategy, and exploration, but does not assign players into teams or provide them with specific styles of play.

Explanation:
The claim states that Overwatch is a video game where players gain cosmetic awards and are assigned into teams. However, this is incorrect.",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Overwatch_-LRB-video_game-RRB-,"Overwatch (retroactively referred to as Overwatch 1 & Overwatch Classic) was a 2016 live service multiplayer first-person shooter video game by Blizzard Entertainment. The game was first released for PlayStation 4, Windows, and Xbox One in May 2016 and Nintendo Switch in October 2019, with cross-platform play supported across all platforms.",NEUTRAL,0.9995,False | No Evidence,False | No Evidence,"[{'page_title': 'Overwatch_-LRB-video_game-RRB-', 'chunk_text': 'Overwatch (retroactively referred to as Overwatch 1 & Overwatch Classic) was a 2016 live service multiplayer first-person shooter video game by Blizzard Entertainment. The game was first released for PlayStation 4, Windows, and Xbox One in May 2016 and Nintendo Switch in October 2019, with cross-platform play supported across all platforms.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0004, 'neutral': 0.9995}, {'page_title': 'Overwatch_-LRB-video_game-RRB-', 'chunk_text': 'The game was first released for PlayStation 4, Windows, and Xbox One in May 2016 and Nintendo Switch in October 2019, with cross-platform play supported across all platforms. Described as a ""hero shooter"", Overwatch assigned players into two teams of six, with each player selecting from a large roster of characters, known as ""heroes"", with unique abilities.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0005, 'contradiction': 0.0004, 'neutral': 0.9991}, {'page_title': 'Overwatch_-LRB-video_game-RRB-', 'chunk_text': 'Described as a ""hero shooter"", Overwatch assigned players into two teams of six, with each player selecting from a large roster of characters, known as ""heroes"", with unique abilities. Teams worked to complete map-specific objectives within a limited period of time.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0005, 'contradiction': 0.0003, 'neutral': 0.9992}]"
28643,VERIFIABLE,SUPPORTS,Lily James has been on TV.,"Second, write a question that would lead to this claim.

Third, write a statement that would support the claim. 
Fourth, write a counterexample that would disprove the claim.
Fifth, explain why your answer is correct.
To determine if Lily James has been on TV, we need more information about her public",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Lily_James,"Lily Chloe Ninette Thomson (born 5 April 1989), known professionally as Lily James, is an English actress. She studied acting at the Guildhall School of Music and Drama in London and began her career in the British television series Just William (2010).",ENTAILMENT,0.9972,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Lily_James', 'chunk_text': 'Lily Chloe Ninette Thomson (born 5 April 1989), known professionally as Lily James, is an English actress. She studied acting at the Guildhall School of Music and Drama in London and began her career in the British television series Just William (2010).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9963, 'contradiction': 0.0001, 'neutral': 0.0037}, {'page_title': 'Lily_James', 'chunk_text': 'She studied acting at the Guildhall School of Music and Drama in London and began her career in the British television series Just William (2010). Following a supporting role in the period drama series Downton Abbey (2012â€“2015), her breakthrough was the title role in the fantasy film Cinderella (2015).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0043, 'contradiction': 0.0078, 'neutral': 0.9879}, {'page_title': 'Lily_James', 'chunk_text': 'Following a supporting role in the period drama series Downton Abbey (2012â€“2015), her breakthrough was the title role in the fantasy film Cinderella (2015). James went on to portray Natasha Rostova in the television adaptation of War & Peace (2016) and starred in several films, including the action film Baby Driver (2017); the period dramas Darkest Hour (2017), The Guernsey Literary and Potato Peel Pie Society (2018) and The Dig (2021); the musicals Mamma Mia!', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9972, 'contradiction': 0.0003, 'neutral': 0.0025}]"
31799,VERIFIABLE,SUPPORTS,Jing Tian date of birth is in July.,"Second, write a question that can be answered by this information.

Third, write a statement that can be true based on the given information. 
Fourth, write a statement that can be false based on the given information.
Fifth, write a statement that cannot be determined from the given information.

Jing Tian was born",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Jing_Tian,"Jing Tian (Chinese: 景甜, born 21 July 1988) is a Chinese actress. She graduated from the Beijing Dance Academy and Beijing Film Academy.",NEUTRAL,0.9949,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Jing_Tian', 'chunk_text': 'Jing Tian (Chinese: 景甜, born 21 July 1988) is a Chinese actress. She graduated from the Beijing Dance Academy and Beijing Film Academy.', 'store_score': 0.6868, 'source': 'faiss', 'entailment': 0.9966, 'contradiction': 0.0, 'neutral': 0.0033}, {'page_title': 'Venus_Williams', 'chunk_text': 'Venus Ebony Starr Williams (born June 17, 1980) is an American professional tennis player. She has been ranked as the world No.', 'store_score': 0.8209, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 0.0567, 'neutral': 0.9433}, {'page_title': 'Princess_Agents', 'chunk_text': '== Synopsis ==\nThe story is set during the Northern Wei dynasty, a period marked by political instability, kidnappings, and violent power struggles. Chu Qiao (also known as Jing Xiaoliu), a slave, is cast into a forest with other captives to be hunted for sport by aristocrats, including Yuwen Huai, Zhao Xifeng, Wei Shuye, Yan Xun, Prince of Northern Yan, and Yuan Song, the 13th Prince of Wei.', 'store_score': 0.8278, 'source': 'faiss', 'entailment': 0.0012, 'contradiction': 0.0039, 'neutral': 0.9949}]"
63338,VERIFIABLE,REFUTES,Jennifer Aniston's parents are Fred and Wilma Flintstone.,"False. Jennifer Aniston is a real person, not a fictional character.

Explanation:
The claim states that Jennifer Aniston's parents are Fred and Wilma Flintstone. This is false because Jennifer Aniston is an actress who was born in 1956 and has no known family history involving her parents. Her",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Jennifer_Aniston,"Jennifer Joanna Aniston (born February 11, 1969) is an American actress. Her accolades include a Primetime Emmy Award, a Golden Globe Award, and two Screen Actors Guild Awards.",CONTRADICTION,0.9999,Supported,Not Hallucination,"[{'page_title': 'Jennifer_Aniston', 'chunk_text': 'Jennifer Joanna Aniston (born February 11, 1969) is an American actress. Her accolades include a Primetime Emmy Award, a Golden Globe Award, and two Screen Actors Guild Awards.', 'store_score': 0.7131, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.003, 'neutral': 0.997}, {'page_title': 'Jennifer_Aniston', 'chunk_text': ""Aniston has consistently ranked  among the world's highest-paid actresses, as of 2023. The daughter of actors John Aniston and Nancy Dow, she began working as an actress at an early age with an uncredited role in the 1988 film Mac and Me."", 'store_score': 0.7537, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'Jennifer_Aniston', 'chunk_text': 'The daughter of actors John Aniston and Nancy Dow, she began working as an actress at an early age with an uncredited role in the 1988 film Mac and Me. Her first major film role came in the 1993 horror comedy Leprechaun.', 'store_score': 0.7817, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}]"
92202,VERIFIABLE,SUPPORTS,The Peloponnesian War was won by Sparta.,"False. The Peloponnesian War was not won by Sparta; it was a war of attrition and ultimately ended in Sparta's defeat.

Explanation:
The claim states that Sparta won the Peloponnesian War, but this is incorrect. The war was actually a prolonged conflict between Athens and",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Sparta,"Sparta was the principal enemy of Athens during the Peloponnesian War (431–404 BC), from which it emerged victorious after the Battle of Aegospotami. Thebes' victory over Sparta at the Battle of Leuctra in 371 BC ended Spartan hegemony and freed Messenia from Spartan rule; the loss of the slave labour this region provided sent the city into terminal decline as a military power, though it retained its independence until its forcible integration into the Achaean League in 192 BC.",NEUTRAL,0.0054,False | No Evidence,False | No Evidence,"[{'page_title': 'Sparta', 'chunk_text': ""Sparta was the principal enemy of Athens during the Peloponnesian War (431–404 BC), from which it emerged victorious after the Battle of Aegospotami. Thebes' victory over Sparta at the Battle of Leuctra in 371 BC ended Spartan hegemony and freed Messenia from Spartan rule; the loss of the slave labour this region provided sent the city into terminal decline as a military power, though it retained its independence until its forcible integration into the Achaean League in 192 BC."", 'store_score': 0.4564, 'source': 'faiss', 'entailment': 0.002, 'contradiction': 0.9972, 'neutral': 0.0007}, {'page_title': 'Sparta', 'chunk_text': 'Sparta was recognised as the leading force of the unified Greek military during the Greco-Persian Wars, in rivalry with the rising naval power of Athens. Sparta was the principal enemy of Athens during the Peloponnesian War (431–404 BC), from which it emerged victorious after the Battle of Aegospotami.', 'store_score': 0.4694, 'source': 'faiss', 'entailment': 0.9943, 'contradiction': 0.0002, 'neutral': 0.0054}]"
3994,VERIFIABLE,SUPPORTS,Isis had a temple at Behbeit El Hagar.,"False. The Temple of Isis was built in the 6th century BCE, and it is located on the island of Philae, not on the island of Behbeit El Hagar.

Explanation:
The Temple of Isis was indeed built in the 6th century BCE (circa 2400 BC),",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Isis,"Isis was a major goddess in ancient Egyptian religion whose worship spread throughout the Greco-Roman world. Isis was first mentioned in the Old Kingdom (c.â€‰2686 â€“ c.â€‰2181 BCE) as one of the main characters of the Osiris myth, in which she resurrects her slain brother and husband, the divine king Osiris, and produces and protects his heir, Horus.",NEUTRAL,0.999,False | No Evidence,False | No Evidence,"[{'page_title': 'Isis', 'chunk_text': 'Isis was a major goddess in ancient Egyptian religion whose worship spread throughout the Greco-Roman world. Isis was first mentioned in the Old Kingdom (c.â€‰2686 â€“ c.â€‰2181 BCE) as one of the main characters of the Osiris myth, in which she resurrects her slain brother and husband, the divine king Osiris, and produces and protects his heir, Horus.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0008, 'neutral': 0.999}, {'page_title': 'Isis', 'chunk_text': 'Isis was first mentioned in the Old Kingdom (c.â€‰2686 â€“ c.â€‰2181 BCE) as one of the main characters of the Osiris myth, in which she resurrects her slain brother and husband, the divine king Osiris, and produces and protects his heir, Horus. She was believed to help the dead enter the afterlife as she had helped Osiris, and she was considered the divine mother of the pharaoh, who was likened to Horus.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0028, 'neutral': 0.9971}, {'page_title': 'Isis', 'chunk_text': 'She was believed to help the dead enter the afterlife as she had helped Osiris, and she was considered the divine mother of the pharaoh, who was likened to Horus. Her maternal aid was invoked in healing spells to benefit ordinary people.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.0026, 'neutral': 0.9973}, {'page_title': 'Isis', 'chunk_text': 'Isis was a major goddess in ancient Egyptian religion whose worship spread throughout the Greco-Roman world. Isis was first mentioned in the Old Kingdom (c.\u20092686 – c.\u20092181 BCE) as one of the main characters of the Osiris myth, in which she resurrects her slain brother and husband, the divine king Osiris, and produces and protects his heir, Horus.', 'store_score': 0.5294, 'source': 'faiss', 'entailment': 0.0002, 'contradiction': 0.0008, 'neutral': 0.999}]"
199009,VERIFIABLE,REFUTES,International Relations only includes the entertainment industry.,"False. International relations are not limited to just the entertainment industry.

Explanation:
The claim that international relations exclusively include the entertainment industry is false because international relations involve various aspects of global politics, economics, and culture, which can encompass a wide range of industries beyond just entertainment. For example, international relations might focus on trade agreements",FALSE,Qwen/Qwen2.5-0.5B-Instruct,International_relations,"International relations (IR, and also referred to as international studies, international politics, or international affairs) is an academic discipline. In a broader sense, the study of IR, in addition to multilateral relations, concerns all activities among statesâ€”such as war, diplomacy, trade, and foreign policyâ€”as well as relations with and among other international actors, such as intergovernmental organizations (IGOs), international nongovernmental organizations (INGOs), international legal bodies, and multinational corporations (MNCs).",CONTRADICTION,0.9999,Supported,Not Hallucination,"[{'page_title': 'International_relations', 'chunk_text': 'International relations (IR, and also referred to as international studies, international politics, or international affairs) is an academic discipline. In a broader sense, the study of IR, in addition to multilateral relations, concerns all activities among statesâ€”such as war, diplomacy, trade, and foreign policyâ€”as well as relations with and among other international actors, such as intergovernmental organizations (IGOs), international nongovernmental organizations (INGOs), international legal bodies, and multinational corporations (MNCs).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'International_relations', 'chunk_text': 'In a broader sense, the study of IR, in addition to multilateral relations, concerns all activities among statesâ€”such as war, diplomacy, trade, and foreign policyâ€”as well as relations with and among other international actors, such as intergovernmental organizations (IGOs), international nongovernmental organizations (INGOs), international legal bodies, and multinational corporations (MNCs). International relations is generally classified as a major multidiscipline of political science, along with comparative politics, political methodology, political theory, and public administration.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'International_relations', 'chunk_text': 'International relations is generally classified as a major multidiscipline of political science, along with comparative politics, political methodology, political theory, and public administration. It often draws heavily from other fields, including anthropology, economics, geography, history, law, philosophy, and sociology.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'International_relations', 'chunk_text': 'International relations (IR, and also referred to as international studies, international politics, or international affairs) is an academic discipline. In a broader sense, the study of IR, in addition to multilateral relations, concerns all activities among states—such as war, diplomacy, trade, and foreign policy—as well as relations with and among other international actors, such as intergovernmental organizations (IGOs), international nongovernmental organizations (INGOs), international legal bodies, and multinational corporations (MNCs).', 'store_score': 0.5103, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}]"
180425,VERIFIABLE,SUPPORTS,Régine Chassagne is Canadian.,"Second, write a question that would lead to this claim.

Third, write a statement that would support the claim. 
Fourth, write a counterexample that would disprove the claim.
Fifth, explain why your answer is correct.
To determine if Régine Chassagne is Canadian, we need to verify her",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Régine_Chassagne,"Régine Alexandra Chassagne (French pronunciation: [ʁeʒin ʃasaɲ]; born 19 August 1976) is a Canadian singer, songwriter, musician, and multi-instrumentalist, and is a member of the band Arcade Fire. == Early life and career ==
Régine Alexandra Chassagne was born in Montreal, Quebec, Canada, and grew up in St-Lambert, a suburb south of Montreal.",ENTAILMENT,0.9974,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Régine_Chassagne', 'chunk_text': 'Régine Alexandra Chassagne (French pronunciation: [ʁeʒin ʃasaɲ]; born 19 August 1976) is a Canadian singer, songwriter, musician, and multi-instrumentalist, and is a member of the band Arcade Fire. == Early life and career ==\nRégine Alexandra Chassagne was born in Montreal, Quebec, Canada, and grew up in St-Lambert, a suburb south of Montreal.', 'store_score': 0.4756, 'source': 'faiss', 'entailment': 0.9974, 'contradiction': 0.0001, 'neutral': 0.0026}, {'page_title': 'Régine_Chassagne', 'chunk_text': '== Early life and career ==\nRégine Alexandra Chassagne was born in Montreal, Quebec, Canada, and grew up in St-Lambert, a suburb south of Montreal. Her parents, who were Haitians of mixed French and African descent, moved from Haiti during the dictatorship of François Duvalier, which is alluded to in the Arcade Fire song ""Haïti"", in which she sings, Mes cousins jamais nés hantent les nuits de Duvalier (""My unborn cousins haunt Duvalier\'s nights"").', 'store_score': 0.5342, 'source': 'faiss', 'entailment': 0.9866, 'contradiction': 0.0027, 'neutral': 0.0106}, {'page_title': 'Marion_Cotillard', 'chunk_text': 'Marion Cotillard (French: [maʁjɔ̃ kɔtijaʁ] ; born 30 September 1975) is a French actress who has appeared in both European and Hollywood productions. She is the recipient of various accolades, including an Academy Award, a British Academy Film Award, two César Awards, and a Golden Globe Award.', 'store_score': 0.6896, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 0.9967, 'neutral': 0.0033}]"
52407,VERIFIABLE,SUPPORTS,John McCain works in politics.,"Second, write a question that would lead to this claim.

Question:
What is John McCain's profession?
Answer:
True. 

Explanation:
John McCain is an American politician who has served as the 48th President of the United States since January 2009. He was elected in 200",TRUE,Qwen/Qwen2.5-0.5B-Instruct,John_McCain,"John Sidney McCain III (August 29, 1936 â€“ August 25, 2018) was an American politician and naval officer who represented Arizona in the United States Congress for over 35 years, first as a U.S. representative from 1983 to 1987, then as a U.S. senator from 1987 until his death in 2018. A member of the Republican Party, he was the party's nominee in the 2008 presidential election.",ENTAILMENT,0.9963,Supported,Not Hallucination,"[{'page_title': 'John_McCain', 'chunk_text': ""John Sidney McCain III (August 29, 1936 â€“ August 25, 2018) was an American politician and naval officer who represented Arizona in the United States Congress for over 35 years, first as a U.S. representative from 1983 to 1987, then as a U.S. senator from 1987 until his death in 2018. A member of the Republican Party, he was the party's nominee in the 2008 presidential election."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9963, 'contradiction': 0.0002, 'neutral': 0.0036}, {'page_title': 'John_McCain', 'chunk_text': ""A member of the Republican Party, he was the party's nominee in the 2008 presidential election. Born into the prominent McCain family in the Panama Canal Zone, McCain graduated from the U.S."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0436, 'contradiction': 0.0001, 'neutral': 0.9563}, {'page_title': 'John_McCain', 'chunk_text': 'Born into the prominent McCain family in the Panama Canal Zone, McCain graduated from the U.S. Naval Academy in 1958 and received a commission in the U.S. Navy.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.7189, 'neutral': 0.281}, {'page_title': 'John_McCain', 'chunk_text': ""John Sidney McCain III (August 29, 1936 – August 25, 2018) was an American politician and naval officer who represented Arizona in the United States Congress for over 35 years, first as a U.S. representative from 1983 to 1987, then as a U.S. senator from 1987 until his death in 2018. A member of the Republican Party, he was the party's nominee in the 2008 presidential election."", 'store_score': 0.4708, 'source': 'faiss', 'entailment': 0.9962, 'contradiction': 0.0002, 'neutral': 0.0037}, {'page_title': 'John_McCain_presidential_campaign,_2008', 'chunk_text': ""The 2008 presidential campaign of John McCain, the longtime senior U.S. senator from Arizona, was launched with an informal announcement on February 28, 2007, during a live taping of the Late Show with David Letterman, and formally launched at an event on April 25, 2007. His second candidacy for the Presidency of the United States, he had previously run for his party's nomination in the 2000 primaries and was considered as a potential running mate for his party's nominee, then-Governor George W. Bush of Texas."", 'store_score': 0.5279, 'source': 'faiss', 'entailment': 0.9943, 'contradiction': 0.0001, 'neutral': 0.0056}]"
23894,VERIFIABLE,SUPPORTS,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,"False. Farrah Fawcett did not receive an Emmy Award nomination for her role as a battered wife in the 1984 film ""The Burning Bed."" She was nominated for Best Supporting Actress, but not for the role of a battered wife.

Explanation:
Farrah Fawcett was nominated for",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Farrah_Fawcett,"Farrah  Fawcett (born Mary Ferrah Leni Fawcett; February 2, 1947 â€“ June 25, 2009) was an American actress. A four-time Primetime Emmy Award nominee and six-time Golden Globe Award nominee, Fawcett rose to international fame when she played a starring role in the first season of the television series Charlie's Angels.",NEUTRAL,0.9984,False | No Evidence,False | No Evidence,"[{'page_title': 'Farrah_Fawcett', 'chunk_text': ""Farrah  Fawcett (born Mary Ferrah Leni Fawcett; February 2, 1947 â€“ June 25, 2009) was an American actress. A four-time Primetime Emmy Award nominee and six-time Golden Globe Award nominee, Fawcett rose to international fame when she played a starring role in the first season of the television series Charlie's Angels."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.3385, 'neutral': 0.6614}, {'page_title': 'Farrah_Fawcett', 'chunk_text': ""A four-time Primetime Emmy Award nominee and six-time Golden Globe Award nominee, Fawcett rose to international fame when she played a starring role in the first season of the television series Charlie's Angels. Fawcett began her career in the 1960s appearing in commercials and guest roles on television."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.1263, 'neutral': 0.8735}, {'page_title': 'Farrah_Fawcett', 'chunk_text': 'Fawcett began her career in the 1960s appearing in commercials and guest roles on television. During the 1970s, she appeared in numerous television series, including recurring roles on Harry O (1974â€“1976), and The Six Million Dollar Man (1974â€“1978) with her then-husband, film and television star Lee Majors.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0014, 'neutral': 0.9984}]"
216564,VERIFIABLE,SUPPORTS,"The Who's first single was ""My Generation"".","False. The Who's first single was ""Bohemian Rhapsody."" 

Explanation:
The claim states that the Who's first single was ""My Generation,"" which is incorrect. The correct information is that their first single, ""Bohemian Rhapsody,"" was released in 1975 and became",FALSE,Qwen/Qwen2.5-0.5B-Instruct,The_Who,"The Who are an English rock band formed in London in 1964. Their classic lineup (1964–1978) consisted of lead vocalist Roger Daltrey, guitarist Pete Townshend, bassist John Entwistle, and drummer Keith Moon.",NEUTRAL,0.9997,False | No Evidence,False | No Evidence,"[{'page_title': 'The_Who', 'chunk_text': 'The Who are an English rock band formed in London in 1964. Their classic lineup (1964–1978) consisted of lead vocalist Roger Daltrey, guitarist Pete Townshend, bassist John Entwistle, and drummer Keith Moon.', 'store_score': 0.631, 'source': 'faiss', 'entailment': 0.0002, 'contradiction': 0.0001, 'neutral': 0.9997}, {'page_title': 'My_Sweet_Lord', 'chunk_text': ""It was also released as a single, Harrison's first as a solo artist, and topped charts worldwide; it was the biggest-selling single of 1971 in the UK. In the United States and Britain, the song was the first number-one single by an ex-Beatle."", 'store_score': 0.7156, 'source': 'faiss', 'entailment': 0.0002, 'contradiction': 0.0009, 'neutral': 0.9989}, {'page_title': 'My_Sweet_Lord', 'chunk_text': ""In the United States and Britain, the song was the first number-one single by an ex-Beatle. Harrison originally gave the song to his fellow Apple Records artist Billy Preston to record; this version, which Harrison co-produced, appeared on Preston's Encouraging Words album in September 1970."", 'store_score': 0.7321, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.9921, 'neutral': 0.0078}]"
6981,VERIFIABLE,SUPPORTS,Planet of the Apes (1968 film) had a script that underwent rewrites.,"False. The script was rewritten multiple times, but not necessarily in every scene.

Explanation:
The claim states that the script underwent rewrites, which is incorrect. In fact, the film's script was originally written by director James Cameron and co-wrote with his son, Daniel Craig. The script was then revised several times",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Planet_of_the_Apes_-LRB-1968_film-RRB-,"Planet of the Apes is a 1968 American science-fiction film directed by Franklin J. Schaffner from a screenplay by Michael Wilson and Rod Serling, loosely based on the 1963 novel by Pierre Boulle. The film stars Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, and Linda Harrison.",NEUTRAL,0.9982,False | No Evidence,False | No Evidence,"[{'page_title': 'Planet_of_the_Apes_-LRB-1968_film-RRB-', 'chunk_text': 'Planet of the Apes is a 1968 American science-fiction film directed by Franklin J. Schaffner from a screenplay by Michael Wilson and Rod Serling, loosely based on the 1963 novel by Pierre Boulle. The film stars Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, and Linda Harrison.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0038, 'contradiction': 0.0022, 'neutral': 0.994}, {'page_title': 'Planet_of_the_Apes_-LRB-1968_film-RRB-', 'chunk_text': 'The film stars Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, and Linda Harrison. In the film, an astronaut crew crash-lands on a strange planet in the distant future.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0006, 'contradiction': 0.0435, 'neutral': 0.9559}, {'page_title': 'Planet_of_the_Apes_-LRB-1968_film-RRB-', 'chunk_text': 'In the film, an astronaut crew crash-lands on a strange planet in the distant future. Although the planet appears desolate at first, the surviving crew members stumble upon a society in which apes have evolved into creatures with human-like intelligence and speech.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0011, 'contradiction': 0.0007, 'neutral': 0.9982}]"
141101,VERIFIABLE,SUPPORTS,Star vs. the Forces of Evil is a series.,"Second, write another claim and then provide an answer to that claim.

Claim: ""The movie Star Wars was made by George Lucas.""
Answer: The movie Star Wars was not made by George Lucas.

Explanation:
First, I will identify the claim: ""Star vs. the Forces of Evil is a series."" Then,",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Star_vs._the_Forces_of_Evil,Star vs. the Forces of Evil is an American animated magical girl television series created by Daron Nefcy and developed by Jordana Arkin and Dave Wasson for Disney Channel and Disney XD. It is the first Disney XD series and the third Disney Television Animation series (following Pepper Ann from 1997 and Doc McStuffins from 2012) to be created by a woman.,NEUTRAL,0.9943,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Star_vs._the_Forces_of_Evil', 'chunk_text': 'Star vs. the Forces of Evil is an American animated magical girl television series created by Daron Nefcy and developed by Jordana Arkin and Dave Wasson for Disney Channel and Disney XD. It is the first Disney XD series and the third Disney Television Animation series (following Pepper Ann from 1997 and Doc McStuffins from 2012) to be created by a woman.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9982, 'contradiction': 0.0002, 'neutral': 0.0016}, {'page_title': 'Star_vs._the_Forces_of_Evil', 'chunk_text': 'It is the first Disney XD series and the third Disney Television Animation series (following Pepper Ann from 1997 and Doc McStuffins from 2012) to be created by a woman. The series follows the adventures of Star Butterfly (voiced by Eden Sher), the young and turbulent heir to the royal throne in the dimension of Mewni, who is sent to Earth to mellow her reckless behavior.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.002, 'contradiction': 0.0057, 'neutral': 0.9923}, {'page_title': 'Star_vs._the_Forces_of_Evil', 'chunk_text': 'The series follows the adventures of Star Butterfly (voiced by Eden Sher), the young and turbulent heir to the royal throne in the dimension of Mewni, who is sent to Earth to mellow her reckless behavior. There, she befriends and becomes roommates with human Marco Diaz (Adam McArthur) and begins a semi-normal life in the town of Echo Creek, attending school and meeting new friends.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0035, 'contradiction': 0.0022, 'neutral': 0.9943}]"
