id,verifiable,label,claim,llm_answer,llm_model
207456,VERIFIABLE,SUPPORTS,Stranger than Fiction is a film.,True: Stranger than Fiction is a film that is a true story.,google/flan-t5-base
3,VERIFIABLE,SUPPORTS,Chris Hemsworth appeared in A Perfect Getaway.,True: Chris Hemsworth appeared in A Perfect Getaway.,google/flan-t5-base
93956,VERIFIABLE,SUPPORTS,Selena recorded music.,True: Selena was a singer. False: Selena was a musician.,google/flan-t5-base
53133,VERIFIABLE,SUPPORTS,"Robert J. O'Neill was born April 10, 1976.","Robert J. O'Neill was born on April 10, 1976.",google/flan-t5-base
228271,VERIFIABLE,SUPPORTS,The Silence of the Lambs was a film starring Scott Glenn.,True: Scott Glenn is a famous actor.,google/flan-t5-base
15812,VERIFIABLE,REFUTES,Peggy Sue Got Married is a Egyptian film released in 1986.,True: Peggy Sue Got Married was a movie released in 1986.,google/flan-t5-base
57330,VERIFIABLE,REFUTES,Andy Roddick lost 5 Master Series between 2002 and 2010.,Andy Roddick lost 5 Masters Series between 2002 and 2010.,google/flan-t5-base
52432,VERIFIABLE,REFUTES,"As the Vietnam War raged in 1969, Yoko Ono and her husband John Lennon did not have two week-long Bed-Ins for Peace.",True: Yoko Ono and John Lennon had two week-long Bed-Ins for Peace.,google/flan-t5-base
214706,VERIFIABLE,SUPPORTS,Tupac Shakur was born Lesane Parish Crooks.,Lesane Parish Crooks was the daughter of Tupac Shakur.,google/flan-t5-base
172270,VERIFIABLE,SUPPORTS,"The Jim Henson Company produced The Muppet Movie, The Dark Crystal, and Labyrinth.",True: The Muppet Movie was a film that was made by Jim Henson.,google/flan-t5-base
64557,VERIFIABLE,SUPPORTS,Slovenia uses the euro.,True: The euro is a currency in Slovenia.,google/flan-t5-base
200996,VERIFIABLE,SUPPORTS,Iowa is a part of the Midwestern United States.,Midwestern United States is a country in the Midwest. The answer: False.,google/flan-t5-base
206132,VERIFIABLE,SUPPORTS,Saratoga is an American film from 1937.,True: Saratoga is a film from the 1930s.,google/flan-t5-base
215831,VERIFIABLE,SUPPORTS,J. Howard Marshall was a baby.,False: J. Howard Marshall was born in 1865.,google/flan-t5-base
180769,VERIFIABLE,REFUTES,Grace Jones is a dancer.,Grace Jones is a singer.,google/flan-t5-base
170685,VERIFIABLE,SUPPORTS,Lisbon has a population larger than 1.,False,google/flan-t5-base
111602,VERIFIABLE,REFUTES,Willie Nelson dropped out of college after three years.,True: William Nelson was a successful businessman.,google/flan-t5-base
119264,VERIFIABLE,SUPPORTS,Malcolm Young was the co-founder of Australian hard rock band AC/DC.,Malcolm Young was the co-founder of AC/DC. The sentence is false because there is no evidence of this being true. There is no evidence of Malcolm Young being a co-founder of AC/DC. The answer: False.,google/flan-t5-base
77712,VERIFIABLE,SUPPORTS,Newfoundland and Labrador is the most linguistically homogeneous of Canada.,False,google/flan-t5-base
184132,VERIFIABLE,REFUTES,Furia is adapted from a short story by Anna Politkovskaya.,True: The story is about a girl who is a narrator of a short story. Then explain the story.,google/flan-t5-base
74400,VERIFIABLE,SUPPORTS,One state of the United States has Russia to its west.,True: Russia is a country in the US.,google/flan-t5-base
91253,VERIFIABLE,SUPPORTS,Sophie Turner was born in the 1990s.,Sophie Turner was born in the 1990s.,google/flan-t5-base
53316,VERIFIABLE,SUPPORTS,Mother Teresa was made a saint by the church.,Mother Teresa was a saint and not a saint. The answer: False.,google/flan-t5-base
189815,VERIFIABLE,SUPPORTS,The Smurfs (film) was released.,False: The Smurfs is a cartoon.,google/flan-t5-base
110847,VERIFIABLE,REFUTES,C. S. Forester's first name was Carl.,False,google/flan-t5-base
36776,VERIFIABLE,REFUTES,Kong: Skull Island is a book.,False: Skull Island is a book.,google/flan-t5-base
137323,VERIFIABLE,REFUTES,The Challenge was a scripted show.,True: The Challenge was a reality show.,google/flan-t5-base
113118,VERIFIABLE,SUPPORTS,Berlin is the capital of Germany.,Berlin is the capital of Germany.,google/flan-t5-base
225701,VERIFIABLE,SUPPORTS,South Korea has a highly educated workforce.,True: South Korea has a high educated workforce.,google/flan-t5-base
162606,VERIFIABLE,SUPPORTS,"Hacksaw Ridge came out in America on November 4, 2016.","True: The movie was released in the United States on November 4, 2016.",google/flan-t5-base
47549,VERIFIABLE,SUPPORTS,Michael Fassbender is an actor.,False: Michael Fassbender is an actor.,google/flan-t5-base
32126,VERIFIABLE,REFUTES,Red Headed Stranger is a movie.,True: Red Headed Stranger is a movie.,google/flan-t5-base
44422,VERIFIABLE,SUPPORTS,Paul Bettany has played Vision in at least two works.,Paul Bettany has played Vision in at least two plays. The answer: False.,google/flan-t5-base
33767,VERIFIABLE,SUPPORTS,Scotland's Hebrides is widespread and diverse with many islands.,False,google/flan-t5-base
79578,VERIFIABLE,SUPPORTS,Uzbekistan is a part of the Commonwealth of Independent States (CIS).,True: Uzbekistan is a country in the Commonwealth of Independent States.,google/flan-t5-base
158370,VERIFIABLE,SUPPORTS,"Charles, Prince of Wales is patron of numerous other organizations.","True: Charles, Prince of Wales is a politician.",google/flan-t5-base
30865,VERIFIABLE,REFUTES,Chester Bennington is not a singer.,Chester Bennington is a singer.,google/flan-t5-base
46639,VERIFIABLE,SUPPORTS,Vincent Cassel played Jacques Mesrine in at least two films.,Jacques Mesrine was a French actor.,google/flan-t5-base
120501,VERIFIABLE,SUPPORTS,Pope John Paul II co-stars many actors besides Christopher Lee.,Christopher Lee is not a pope.,google/flan-t5-base
170078,VERIFIABLE,REFUTES,David Beckham has zero middle names.,False,google/flan-t5-base
143348,VERIFIABLE,REFUTES,Indiana Jones has only been portrayed by Harrison Ford.,Harrison Ford has been portrayed many times in movies.,google/flan-t5-base
156207,VERIFIABLE,SUPPORTS,Brian Wilson was part of the Beach Boys.,Brian Wilson was a member of the Beach Boys. The answer: False.,google/flan-t5-base
99976,VERIFIABLE,SUPPORTS,The Great Gatsby centers on a youthful person with over a million dollars.,True: The Great Gatsby is a book about a young man who has over a million dollars.,google/flan-t5-base
93444,VERIFIABLE,REFUTES,Shane Black and Chris Miller wrote Iron Man 3.,True: Iron Man 3 was written by Shane Black and Chris Miller. False: Iron Man 3 was written by Shane Black and Chris Miller.,google/flan-t5-base
181753,VERIFIABLE,REFUTES,"La La Anthony was conceived on June 25th, 1979.","La La Anthony was born on June 25th, 1979.",google/flan-t5-base
155975,VERIFIABLE,SUPPORTS,Led Zeppelin is a band.,True: Led Zeppelin is a band.,google/flan-t5-base
210782,VERIFIABLE,SUPPORTS,"Richard Harris was born on October 25, 2002.","Richard Harris was born on October 25, 2002.",google/flan-t5-base
23042,VERIFIABLE,SUPPORTS,The Fosters is a television series.,True: The Fosters is a television series.,google/flan-t5-base
214059,VERIFIABLE,SUPPORTS,Blair is Jonathan Hensleigh's middle name.,False: Jonathan Hensleigh is a famous American football player.,google/flan-t5-base
86378,VERIFIABLE,REFUTES,Filmfare is about cheese.,True: Filmfare is about cheese.,google/flan-t5-base
140101,VERIFIABLE,REFUTES,Buckingham Palace lacks brightly colored scagliola.,False,google/flan-t5-base
213821,VERIFIABLE,SUPPORTS,Sarah Paulson makes an appearance in What Women Want.,True: What Women Want is a movie about a woman who is a virgin.,google/flan-t5-base
187282,VERIFIABLE,SUPPORTS,David Harbour is an American.,David Harbour is an American.,google/flan-t5-base
193992,VERIFIABLE,SUPPORTS,The terrain of Kazakhstan includes taiga.,Taiga is a mountain range in Kazakhstan.,google/flan-t5-base
132873,VERIFIABLE,REFUTES,"José María Chacón surrendered the island of Trinidad in 1797, one year before his death.",False,google/flan-t5-base
15711,VERIFIABLE,SUPPORTS,Liverpool F.C. was valued at $1.55 billion at one point.,False: Liverpool FC was valued at $1.55 billion at one point.,google/flan-t5-base
104690,VERIFIABLE,SUPPORTS,Land Rover makes cars.,False: Land Rover is a manufacturer of cars.,google/flan-t5-base
48320,VERIFIABLE,SUPPORTS,Sully is a form of media.,False,google/flan-t5-base
80232,VERIFIABLE,SUPPORTS,Stanley Tucci performed in an television series.,False: Stanley Tucci is a singer.,google/flan-t5-base
60225,VERIFIABLE,REFUTES,Brock Lesnar married Randy Couture.,True: Randy Couture is a famous singer.,google/flan-t5-base
50619,VERIFIABLE,SUPPORTS,The Khmer Empire was not weak.,True: The Khmer Empire was a powerful empire. False: The Khmer Empire was a weak empire.,google/flan-t5-base
172885,VERIFIABLE,SUPPORTS,On the Road (film) premiered at a film festival.,True: On the Road was a film that was released in the 1990s.,google/flan-t5-base
89016,VERIFIABLE,SUPPORTS,Paramore's co-founders left the band in March 2010.,False: Paramore's co-founders left in 2010,google/flan-t5-base
147532,VERIFIABLE,SUPPORTS,Peter Davison has been in a BBC show.,Peter Davison is a British actor.,google/flan-t5-base
116614,VERIFIABLE,REFUTES,"21 Jump Street was released June 16, 2012.","21 Jump Street was released on June 16, 2012.",google/flan-t5-base
209444,VERIFIABLE,SUPPORTS,"The collections of the Philadelphia Museum of Art contain over 240,000 objects.","True: The Philadelphia Museum of Art has a collection of over 240,000 objects.",google/flan-t5-base
135416,VERIFIABLE,SUPPORTS,Dustin Hoffman is an award-winning actor.,Dustin Hoffman is a famous actor.,google/flan-t5-base
219066,VERIFIABLE,SUPPORTS,T. J. Miller was featured in Deadpool 2.,True: T. J. Miller was not in Deadpool 2.,google/flan-t5-base
145636,VERIFIABLE,REFUTES,Stephon Marbury plays basketball in America.,True: Steve Marbury is a professional basketball player.,google/flan-t5-base
135345,VERIFIABLE,SUPPORTS,CP affects people.,False,google/flan-t5-base
58943,VERIFIABLE,SUPPORTS,Alfred Hitchcock is a person.,Alfred Hitchcock is a fictional character.,google/flan-t5-base
168445,VERIFIABLE,REFUTES,Julius Caesar is only a book.,True: Julius Caesar is a book. False: This is false because it is a book.,google/flan-t5-base
228933,VERIFIABLE,SUPPORTS,Pulp Fiction is directed by a male.,True: Pulp Fiction is a fictional book. False: The movie is a comedy.,google/flan-t5-base
69880,VERIFIABLE,REFUTES,Absolute Beginners was directed by Hitchcock.,True: Hitchcock directed Absolute Beginners.,google/flan-t5-base
161033,VERIFIABLE,SUPPORTS,No Reservations got a mixed reception from critics.,No Reservations is a restaurant that has a good rating.,google/flan-t5-base
144047,VERIFIABLE,SUPPORTS,Claire Danes is wedded to an actor from England.,True: Claire Danes is married to an actor from England.,google/flan-t5-base
166161,VERIFIABLE,REFUTES,Dangerous Liaisons is based on Christopher Hampton's novel.,False: The book is based on a movie.,google/flan-t5-base
10265,VERIFIABLE,SUPPORTS,The Academy Awards are an annual event.,The Academy Awards are a yearly event.,google/flan-t5-base
187935,VERIFIABLE,SUPPORTS,Hubert Humphrey became the DFL candidate for mayor of a city.,True: Humphrey was a politician and not a candidate for mayor.,google/flan-t5-base
139841,VERIFIABLE,SUPPORTS,Alex Rodriguez has 666 home runs.,Alex Rodriguez has a lot of home runs.,google/flan-t5-base
221791,VERIFIABLE,SUPPORTS,Friendship has been studied in academic fields.,True: Friendship is a scientific field.,google/flan-t5-base
52846,VERIFIABLE,SUPPORTS,Judd Apatow is a person who writes.,True: Apatow is a writer. False: Apatow is a musician.,google/flan-t5-base
189135,VERIFIABLE,REFUTES,Massachusetts is far away from Rhode Island.,Massachusetts is far from Rhode Island.,google/flan-t5-base
37693,VERIFIABLE,REFUTES,Giancarlo Stanton was in the 2017 MLB draft.,Giancarlo Stanton was not in the 2017 MLB draft. The answer: False.,google/flan-t5-base
17202,VERIFIABLE,SUPPORTS,Chris Pine appeared in Wonder Woman (2017 film).,Chris Pine is not a character in Wonder Woman.,google/flan-t5-base
41961,VERIFIABLE,SUPPORTS,Trevor Noah hosts a news satire show.,True: Noah is a news satire show.,google/flan-t5-base
197680,VERIFIABLE,SUPPORTS,Lucas starred an actor that died on March 10.,The death of Lucas was a tragedy.,google/flan-t5-base
95895,VERIFIABLE,REFUTES,Ryan Phillippe refused to perform in the soap opera One Life to Live.,True: Ryan Phillippe was a popular actor in the soap opera One Life to Live.,google/flan-t5-base
50297,VERIFIABLE,REFUTES,Sean Connery never won an Academy Award.,"True: Sean Connery won an Academy Award for his performance in the film ""The Lion King"". False: Sean Connery won an Academy Award for his performance in the film ""The Lion King"".",google/flan-t5-base
70483,VERIFIABLE,REFUTES,Venom has since become less of an antihero.,True: Venom is a villain. False: Venom is a villain.,google/flan-t5-base
59356,VERIFIABLE,SUPPORTS,"Overwatch is a video game in which players gain cosmetic awards and it assigns players into two teams of six, each player with a style of play known as Offense, Defense, Tank, and Support.",True,google/flan-t5-base
28643,VERIFIABLE,SUPPORTS,Lily James has been on TV.,Lily James has been on TV for a long time.,google/flan-t5-base
31799,VERIFIABLE,SUPPORTS,Jing Tian date of birth is in July.,The date of birth of Jing Tian is in July. The answer: False.,google/flan-t5-base
63338,VERIFIABLE,REFUTES,Jennifer Aniston's parents are Fred and Wilma Flintstone.,False,google/flan-t5-base
92202,VERIFIABLE,SUPPORTS,The Peloponnesian War was won by Sparta.,False: Sparta was defeated by the Peloponnesian War.,google/flan-t5-base
3994,VERIFIABLE,SUPPORTS,Isis had a temple at Behbeit El Hagar.,True: Isis was a god of the sun. False: False,google/flan-t5-base
199009,VERIFIABLE,REFUTES,International Relations only includes the entertainment industry.,International Relations is a non-profit organization.,google/flan-t5-base
180425,VERIFIABLE,SUPPORTS,Régine Chassagne is Canadian.,True: Régine Chassagne is a French Canadian.,google/flan-t5-base
52407,VERIFIABLE,SUPPORTS,John McCain works in politics.,John McCain is a politician.,google/flan-t5-base
23894,VERIFIABLE,SUPPORTS,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,True: The Burning Bed was a movie that was a box office success.,google/flan-t5-base
216564,VERIFIABLE,SUPPORTS,"The Who's first single was ""My Generation"".",True: My Generation is the first single of The Who.,google/flan-t5-base
6981,VERIFIABLE,SUPPORTS,Planet of the Apes (1968 film) had a script that underwent rewrites.,False: The script was rewritten in the film.,google/flan-t5-base
141101,VERIFIABLE,SUPPORTS,Star vs. the Forces of Evil is a series.,True: Star vs. the Forces of Evil is a series of games.,google/flan-t5-base
126769,VERIFIABLE,SUPPORTS,Galaxy Quest is a movie that is American.,True: Galaxy Quest is a movie that is American.,google/flan-t5-base
209732,VERIFIABLE,SUPPORTS,Friends with Benefits features actors.,True: Friends with Benefits is a comedy. False: Friends with Benefits is a drama.,google/flan-t5-base
216673,VERIFIABLE,REFUTES,Glenn Close won the Tony Award for Best Actress in a Play in 1984.,Glenn Close won the Tony Award for Best Actress in a Play in 1984. The answer: False.,google/flan-t5-base
35201,VERIFIABLE,SUPPORTS,Zooey Deschanel performed.,Zooey Deschanel is a singer.,google/flan-t5-base
27974,VERIFIABLE,SUPPORTS,Seven Days in May stars an American.,Seven Days in May is a movie about a woman who is a sex slave. The answer: False.,google/flan-t5-base
184921,VERIFIABLE,SUPPORTS,Winnipeg is home to several sports teams.,True: Winnipeg is home to the Canadian national football team.,google/flan-t5-base
65112,VERIFIABLE,SUPPORTS,Mark Zuckerberg co-founded a website.,True: Mark Zuckerberg is a billionaire.,google/flan-t5-base
149028,VERIFIABLE,REFUTES,Rick and Morty was renewed for a fourth season in 2014.,True: Rick and Morty is a TV show.,google/flan-t5-base
48769,VERIFIABLE,SUPPORTS,Paul Walker acted in movies.,Paul Walker was a famous actor.,google/flan-t5-base
148416,VERIFIABLE,SUPPORTS,Clint Eastwood was nominated for an award.,True: Clint Eastwood was nominated for an award.,google/flan-t5-base
214181,VERIFIABLE,SUPPORTS,Shonen Jump is published in a continent.,True: The game is published in Japan.,google/flan-t5-base
141491,VERIFIABLE,REFUTES,Gilmore Girls is a Canadian show.,True: Gilmore Girls is a Canadian show.,google/flan-t5-base
175034,VERIFIABLE,SUPPORTS,"Honest sold 53,000 units in a week.",True: Honest is a company that sells cars. False: This is false because there are no records of how many units sold.,google/flan-t5-base
101384,VERIFIABLE,SUPPORTS,"Since July 2012, Pranab Mukherjee has been in office.",True,google/flan-t5-base
82987,VERIFIABLE,SUPPORTS,"Anonymous represents 4chan users simultaneously existing as an anarchic, digitized global brain.",True: Anonymous is a social networking site that is not a computer.,google/flan-t5-base
10558,VERIFIABLE,SUPPORTS,San Francisco is in California.,True: San Francisco is in California.,google/flan-t5-base
171243,VERIFIABLE,REFUTES,Laadla is exclusively an American film.,Laadla is a Hindi film.,google/flan-t5-base
45795,VERIFIABLE,SUPPORTS,Lily Collins wrote for a U.S magazine that targets teen girls.,True: Lily Collins is a writer for a magazine that targets teen girls. Then explain the sentence.,google/flan-t5-base
67257,VERIFIABLE,SUPPORTS,Bangladesh has been affected by poverty.,True: Bangladesh has been affected by poverty.,google/flan-t5-base
141252,VERIFIABLE,SUPPORTS,Lisa Lopes was a founding member of TLC.,True: Lisa Lopes was a founding member of TLC.,google/flan-t5-base
38289,VERIFIABLE,SUPPORTS,The Formula (1980 film) was directed by an American.,The Formula was directed by a British director.,google/flan-t5-base
1802,VERIFIABLE,SUPPORTS,Janet Jackson's third album was released in February 1986.,True: Janet Jackson's third album was released in February 1986.,google/flan-t5-base
8812,VERIFIABLE,SUPPORTS,Transformers: The Last Knight's cast includes Tyrese Gibson.,True: Tyrese Gibson is not in the movie.,google/flan-t5-base
70910,VERIFIABLE,SUPPORTS,There are two television series Morena Baccarin was part of.,True: Morena Baccarin was a famous actress.,google/flan-t5-base
40402,VERIFIABLE,SUPPORTS,Naturi Naughton was born in the year of 1984.,True: Naturi Naughton was born in 1984.,google/flan-t5-base
68907,VERIFIABLE,REFUTES,Paul Pogba has won four nonconsecutive Serie A titles.,False,google/flan-t5-base
182998,VERIFIABLE,SUPPORTS,Mel Gibson's name is Mel Colmcille Gerard Gibson.,Mel Gibson is a singer and not a musician. The sentence is false because Mel Gibson is not a singer.,google/flan-t5-base
176029,VERIFIABLE,SUPPORTS,WALL-E is a Golden Globe Award winner.,False: Wall-E is a movie that won the Golden Globe Award.,google/flan-t5-base
37094,VERIFIABLE,SUPPORTS,Generation X has no precise date for its cohort.,True: Generation X has a precise date for its cohort.,google/flan-t5-base
105167,VERIFIABLE,REFUTES,Islam is incapable of being a religion.,False: Islam is a religion.,google/flan-t5-base
33545,VERIFIABLE,SUPPORTS,Jackie Chan has released an album.,True: Jackie Chan has released an album.,google/flan-t5-base
82718,VERIFIABLE,SUPPORTS,"Estimates of the number of species on Earth today vary widely, and most of those species have not been described.",False,google/flan-t5-base
150146,VERIFIABLE,SUPPORTS,Larry Junstrom is an American citizen.,True: Larry Junstrom is an American citizen.,google/flan-t5-base
12113,VERIFIABLE,SUPPORTS,Canada possesses a constitution.,Canada is a country that has no constitution.,google/flan-t5-base
177898,VERIFIABLE,SUPPORTS,Sophie Turner acted in The Thirteenth Tale.,The Thirteenth Tale was a play written by Sophie Turner.,google/flan-t5-base
128113,VERIFIABLE,SUPPORTS,The Renaissance is known for its cultural developments.,True: The Renaissance was a period of cultural development.,google/flan-t5-base
78505,VERIFIABLE,REFUTES,Pluto is not relatively small.,True: The size of a pluto is not known.,google/flan-t5-base
144042,VERIFIABLE,SUPPORTS,"Steve Buscemi has appeared in many films by the Coen Brothers, such as Fargo.",True: Steve Buscemi is a character in Fargo.,google/flan-t5-base
92012,VERIFIABLE,REFUTES,Tyler Joseph is an ex-member of Twenty One Pilots.,True: Tyler Joseph is an ex member of Twenty One Pilots.,google/flan-t5-base
85270,VERIFIABLE,SUPPORTS,Selena Gomez has more followers than anyone else in the world.,Selena Gomez has a lot of followers.,google/flan-t5-base
209021,VERIFIABLE,REFUTES,Big Boi is only a member of Norwegian metal bands.,Big Boi is a member of many other metal bands. The answer: False.,google/flan-t5-base
197828,VERIFIABLE,SUPPORTS,Priyanka Chopra was born in the 1900's.,True: Priyanka Chopra was born in the 1900's.,google/flan-t5-base
189673,VERIFIABLE,SUPPORTS,Chris Pérez is a songwriter.,True: Chris Pérez is a singer. False: Chris Pérez is a musician.,google/flan-t5-base
219627,VERIFIABLE,SUPPORTS,"On March 27, 1963, Quentin Tarantino was born.","Quentin Tarantino was born on March 27, 1963.",google/flan-t5-base
188483,VERIFIABLE,SUPPORTS,Tate Ellington appeared in Quantico.,The sentence is false because there is no proof of it being true.,google/flan-t5-base
62041,VERIFIABLE,SUPPORTS,Mr. Sunshine is from the Northern Hemisphere.,Mr. Sunshine is from the southern hemisphere.,google/flan-t5-base
112500,VERIFIABLE,REFUTES,Dolly Parton isn't an actress.,Dolly Parton is an actress.,google/flan-t5-base
144895,VERIFIABLE,REFUTES,The Amanda Show was the first female-created show on Nickelodeon.,True: The Amanda Show was the first female created show on Nickelodeon.,google/flan-t5-base
216082,VERIFIABLE,REFUTES,The 19th G7 summit only included Russia.,The 19th G7 summit was not a summit of the G7. The answer: False.,google/flan-t5-base
54826,VERIFIABLE,SUPPORTS,Ethiopia has bodies of water can be described as rivers.,True: Ethiopia has bodies of water that are not rivers.,google/flan-t5-base
150253,VERIFIABLE,REFUTES,Ted Kaczynski grew up in Texas.,True: Ted Kaczynski was born in Texas.,google/flan-t5-base
90874,VERIFIABLE,SUPPORTS,Keith Urban has put out no fewer than nine studio records.,True: The records are all in the studio.,google/flan-t5-base
208197,VERIFIABLE,SUPPORTS,Eminem has an album.,True: Eminem has an album.,google/flan-t5-base
54387,VERIFIABLE,REFUTES,The Connaught Tunnel was lined only with mud and sand.,False,google/flan-t5-base
18912,VERIFIABLE,REFUTES,Jennifer Aniston is not a businesswoman.,True: Jennifer Aniston is a businesswoman.,google/flan-t5-base
163426,VERIFIABLE,REFUTES,Ilkhanate only contained Haiti.,False: Haiti was not in the Ilkhanate.,google/flan-t5-base
160755,VERIFIABLE,REFUTES,Homeland is based on the classic BBC series Til Death Do Us Part.,True: Til Death Do Us Part is a TV show.,google/flan-t5-base
11401,VERIFIABLE,REFUTES,True Blood is a science-fiction television series.,True Blood is a science fiction television series.,google/flan-t5-base
198630,VERIFIABLE,SUPPORTS,Jordan Knight is the lead singer of a band.,True: Jordan Knight is a lead singer of a band.,google/flan-t5-base
21434,VERIFIABLE,SUPPORTS,Adam Driver has had supporting roles.,Adam Driver has been a supporting actor for many years. The answer: False.,google/flan-t5-base
119271,VERIFIABLE,SUPPORTS,Thor: The Dark World is a movie.,False,google/flan-t5-base
9386,VERIFIABLE,SUPPORTS,Loki is the male sibling of Helblindi and Byleistr.,True: Helblindi and Byleistr are siblings.,google/flan-t5-base
191073,VERIFIABLE,SUPPORTS,Vincent van Gogh is from Amsterdam.,It is false because there is no proof of his being from Amsterdam.,google/flan-t5-base
92275,VERIFIABLE,SUPPORTS,Chester Bennington is a person.,True: Chester Bennington is a famous person.,google/flan-t5-base
32763,VERIFIABLE,REFUTES,Inspectah Deck is stateless.,False,google/flan-t5-base
213397,VERIFIABLE,SUPPORTS,Tender Mercies is a drama from America.,True: Tender Mercies is a drama from England.,google/flan-t5-base
31766,VERIFIABLE,SUPPORTS,Cristiano Ronaldo was a professional athlete.,True: Cristiano Ronaldo was a professional athlete.,google/flan-t5-base
4795,VERIFIABLE,SUPPORTS,Paul Simon is a person.,True: Paul Simon is a musician.,google/flan-t5-base
208044,VERIFIABLE,SUPPORTS,Baby Driver starred Eiza González.,Eiza Gonzalez was not in Baby Driver.,google/flan-t5-base
16033,VERIFIABLE,SUPPORTS,David Dhawan is a film director.,True: David Dhawan is a film director.,google/flan-t5-base
23970,VERIFIABLE,SUPPORTS,The Challenge was a reality game show.,The Challenge was a reality show.,google/flan-t5-base
10018,VERIFIABLE,SUPPORTS,Rumi's influence transcends ethnic divisions.,True: Rumi is a king of the sultanate.,google/flan-t5-base
75961,VERIFIABLE,SUPPORTS,Swedish Empire was ruled by Gustavus Adolphus from 1611 to 1632.,Gustavus Adolphus was a Swedish monarch.,google/flan-t5-base
47506,VERIFIABLE,SUPPORTS,"Her was given a wide release on January 10, 2014.",True: Her is a song by the band The Temptations.,google/flan-t5-base
54185,VERIFIABLE,SUPPORTS,Las Vegas's population has grown.,Las Vegas has a population of a million people.,google/flan-t5-base
23942,VERIFIABLE,SUPPORTS,One type of spread is Vegemite.,Vegemite is a type of spread.,google/flan-t5-base
199457,VERIFIABLE,SUPPORTS,The Divergent film series was worked on by Octavia Spencer.,Octavia Spencer was the creator of the Divergent film series.,google/flan-t5-base
210563,VERIFIABLE,SUPPORTS,Ramayanam was produced by M. S. Reddy and directed by Gunasekhar.,True: Ramayanam was produced by M. S. Reddy and directed by Gunasekhar.,google/flan-t5-base
18737,VERIFIABLE,SUPPORTS,Man of Steel features the DC Comics character Superman.,False: Superman is a DC Comics character.,google/flan-t5-base
79475,VERIFIABLE,SUPPORTS,Leukemia has to do with a lack of normal blood cells.,True: Leukemia is a disease that causes abnormal blood cells to become abnormal.,google/flan-t5-base
128431,VERIFIABLE,REFUTES,Judy Garland did not appear in a courtroom drama film.,True: Judy Garland appeared in a courtroom drama film.,google/flan-t5-base
197933,VERIFIABLE,SUPPORTS,Until Dawn is a game.,False: Until Dawn is a video game.,google/flan-t5-base
157402,VERIFIABLE,SUPPORTS,Timothy Olyphant was born.,Timothy Olyphant was born in 1885.,google/flan-t5-base
3722,VERIFIABLE,SUPPORTS,Telangana contains the city Warangal.,Warangal is a city in Telangana.,google/flan-t5-base
81011,VERIFIABLE,SUPPORTS,Bonnie Hunt narrated Cheaper by the Dozen.,True: Bonnie Hunt is a famous narrator. False: Bonnie Hunt is a famous narrator.,google/flan-t5-base
93115,VERIFIABLE,SUPPORTS,The Levant was ruled by the House of Lusignan.,The Levant was ruled by the House of Lusignan. The sentence is true because there is evidence that it was.,google/flan-t5-base
